description,name,date
"A hypermodel transformer for generating text, images from text, inpainting, describing images and classifying images
",Ultra text-to-image and image-to-text model,2022-01-10T14:07:44Z
"Generating realistic images from text inputs. DALL·E 2 is preferred over DALL·E 1 for its caption matching and photorealism
",DALL-E 2,2022-04-07T06:25:15Z
"Next generation of text-to-image models with embeded super resolution and inpainting settings. One of the most precise image generator, trained on 5B dataset
",Latent Diffusion,2022-04-04T20:53:26Z
"Generating images from text with needed proportion of width and height. Based on DALL-E
",Image generation with aspect ratio,2022-04-14T22:06:16Z
"Creating high quality images from a text and scaling it up to 1024x1024
",DALL-E Flow,2022-05-11T06:36:40Z
"Quick generation of images from text in a lower quality
",DALL-E mini,2022-05-20T10:03:33Z
"Generates a poem based on one hint. The full text of the generated poem is then sent as a text prompt to the art generation modelм
",Write poetry with visualization,2022-05-20T10:03:34Z
"High quality image generation model from text by Google. Works better with colors
",Imagen,2022-05-23T22:43:48Z
"Generating images from text, Russian language
",Modified ruDALL-E,2022-06-16T01:13:56Z
"Generating images from text input: aimed specifically at generating logos
",Finetune LD: Generation of logos from text,2022-06-17T08:39:47Z
"Generating particular images based on your text input with a possibility to add your own images to get to the needed style
",Trainable text-to-image: Looking Glass v.1.1,2022-01-10T07:08:03Z
"Generating images from text input: aimed specifically at generating paintings
",Finetune LD: Generation of paintings from text,2022-06-15T13:58:14Z
"ruDALLE Malevich original notebook
",ruDALLE Malevich original notebook,2022-07-08T10:50:26Z
"Arbitrary aspect ratio image generation using the ruDALLE XL Surrealist model. Creating images from text with setting up the ratio of the image. Based on DALL-E
","ruDALLE aspect ratio, original notebook",2022-07-08T10:53:37Z
"Creating images from text.  Results are a little more coherent and there are fewer (but not no) watermarks now.
",LAIONIDE,2022-07-10T06:00:44Z
"Creating images from text

",Simplified CC12M,2022-07-10T06:00:44Z
"A large-scale text-to-image model for DALL-E 2 Pytorch (which is not affilliated with OpenAI). It is being trained on LAION dataset.

",DALL-E 2 on LAION,2022-07-18T22:55:33Z
"Generating images from text inputs. It generates VQ-VAE latent space which makes possible to genreate more complex scenes and improve the synthesized image quality
",VQ-Diffusion,2022-06-30T22:33:15Z
"A custom-trained unconditional diffusion model trained on an original (small) dataset of ~1500 256x256 pixel art landscape

",PixelArtDiffusion,2022-06-08T22:44:40Z
"Generate art by text prompt and intial image
",Disco Diffusion,2022-06-30T04:43:49Z
"Generating art images with text and creating 3D animation from it
",Infinite Diffusion 2.5D,2022-02-07T13:33:57Z
"Generating animation with a flying-by camera effect with text input
",Disco Diffusion v4.1,2022-01-20T08:52:07Z
"Generating different kinds of images with text: realistic, cartoonish, art
",V Objective DIffusion,2022-01-20T08:13:48Z
"Generating images from text. Works good with creating monsters and creatures
",Monsters generation,2022-03-17T14:55:59Z
"Generating images from text inputs. Improved V Diffusion version
",Text-to-image Diffusion,2022-03-21T10:06:20Z
"Turbo is a 3D animation enhancer for the standard Disco Diffusion v5 notebook, meant to improve image coherence, but with a side effect of faster overall animation renders.
",Disco Diffusion v5 Turbo 3D Animation,2022-03-30T06:18:17Z
"Generating animation based on given text input
",Centipede Diffusion,2022-04-25T10:25:54Z
"Generate coherent and artistic images and animations.
",Centipede Diffusion V3.1,2022-06-01T14:47:48Z
"Generate images from text with majesty. Text-to-image diffusion models with a royal touch

",Latent Princess Generator,2022-06-01T14:47:30Z
"Generate Sci-Fi book covers. 
A custom-trained unconditional diffusion model trained on an original (small) dataset of 2,000+ 256x256 pixel art landscapes and portraits using the [fine-tuning openai diffusion model](https://colab.research.google.com/drive/1Xfd5fm4OnhTd6IHPMGcoqw54uhGT3HdF) 
",Pulp Sci-Fi Diffusion,2022-06-23T14:14:10Z
"Generating an animation based on text input
",Disco Diffusion v.4,2022-01-10T13:23:07Z
"Generating animation with diffusion method: text-to-image generator with enabled animation
",JAX CLIP Guided Diffusion v2.7 ,2022-04-11T09:05:31Z
"Generating video with morphing frames, the result is smoother than in usual DiscoDiffusion
",Disco Diffusion Warp,2022-04-14T22:06:28Z
"A custom-trained unconditional diffusion model trained on an original (small) dataset of 1300+ 256x256 watercolor landscapes and portraits using the [fine-tuning openai diffusion model](https://colab.research.google.com/drive/1Xfd5fm4OnhTd6IHPMGcoqw54uhGT3HdF) notebook by [Alex Spirin](https://twitter.com/devdef).
",WaterColor Diffusion,2022-07-07T07:43:55Z
"Create realistic looking images of liminal spaces. A custom-trained unconditional diffusion model trained on an original handmade dataset of ~1000 256x256 custom photos shot in the source engine
",Liminal Diffusion Beta,2022-07-10T06:00:43Z
"Modified version of generating images from text inputs. Based on on the latest Disco Diffusion v5.4 Notebook
",Fantasy Diffusion,2022-07-19T14:46:21Z
"Generate art by text prompt. Digital painting style portraits preset
",Disco Diffusion v5.6: digital portraits,2022-07-19T16:01:54Z
"Generate art by text prompt. Includes the symmetry option
",Disco Diffusion v5.3 with Symmetry,2022-06-27T05:36:31Z
"The parametrised guided inpainting for Disco Diffusion model
",Disco Diffusion with Inpainting,2022-08-05T04:46:30Z
"Generate art by text prompt. Includes the symmetry option
",Disco Diffusion v5.2 - with VR Mode and symmetry,2022-08-13T02:59:06Z
"Web platform for creating images from text
",NightCafe,2022-07-14T14:47:14Z
"Generating art images with text input
",VQGAN+CLIP: z+quantize method with augmentations,2021-12-29T13:20:12Z
"Generating pixaleted images with text input
",Pixray PixelDraw,2021-12-29T13:21:05Z
"Music-driven generation of art images with text input
",VQGAN + CLIP: music-driven,2022-01-10T13:40:27Z
"Generating art images from text input
",Zoetrope 5.5,2022-01-14T07:34:12Z
"Generating art images with text input and creatable keyframes as UI

",VQGAN + CLIP: zooming,2022-01-10T13:32:39Z
"Generating art images with text input

",VQGAN + CLIP: Multi Perceptor,2022-01-10T08:28:04Z
"Generating art images with text input
",CLIP Guided Diffusion HQ 512x512,2021-12-29T13:31:02Z
"Generating art images with text input
",Zoetrope 5,2021-12-29T13:16:44Z
"Generating art images with text input
",VQGAN+CLIP: AI Art Machine,2021-12-29T13:11:38Z
"Generating art images with text input
",VQGAN+CLIP: Codebook sampling method,2021-12-29T13:07:35Z
"Generating art images from text input
",JAX: CLIP Guided Diffusion ,2022-02-07T10:10:55Z
"Generating images based on given text input
",Turbo 3D animation,2022-03-21T07:10:23Z
"Generating animation based on text. You can also upscale results and add slow motion effect 
",Animation generator with upscaler and slowmotion adder,2022-03-22T16:08:30Z
"Generating art images from text input
",Zooming Diffusion,2022-02-07T10:57:56Z
"Generating art realistic images with text input
",VQGAN+CLIP: AI-Generated Images,2021-12-29T13:13:05Z
"Generating images with text input
",Text-to-image: CLIP+Guided Diffusion,2021-12-29T11:44:35Z
"Generating realistic images based on text input
",Text-to-Image,2022-02-09T11:26:16Z
"Generating short videos and images with text and a reference image
",Fairytale Neuroart. VQGAN and CLIP: z+quantize method ,2021-12-29T11:18:43Z
"Creating a video with 3D effect based on several images. Simplified low-quality version
",Video of a 3D object from image,2021-09-16T21:55:30Z
"Generating art images with text input
",VQGAN+CLIP: z and quantize method,2021-12-29T13:14:36Z
"Generating images from text. This model takes as input a text prompt, and returns as an output the VQGAN latent space, which is then transformed into an RGB image. Eventually it minimizes the distance between the CLIP generated image features and the CLIP input text features
",Feed forward VQGAN+CLIP,2022-07-11T08:29:58Z
"Repainting images with brush strokes 
",Machine as a painter,2021-06-22T14:03:20Z
"Recreating a colored 3D Human model from photo
",PiFU,2021-06-22T14:03:20Z
"Creating Deep fake videos with face swapping between two people
",DeepFaceLab,2021-06-22T14:03:20Z
"Creating a video with 3D photo zoom effect. RGB image as an input and video with colored point cloud as output
",3D photo,2021-06-22T14:03:20Z
"A program for creating a realistic silhouette of several people at once from videos and photos
",VIBE,2021-06-22T14:03:20Z
"Generating images and getting the video of generation process
",StyleGAN,2021-06-22T14:03:20Z
"Reconstructing a 3D human model from one photo
",Photo-to-3D: PiFU HD,2021-06-22T14:03:20Z
"Generating image descriptions and images from text. Trained on pairs image-text
",CLIP,2021-06-23T16:33:44Z
"Generating images from text input
",Text-to-image,2021-06-23T16:51:16Z
"Replacing sky on the video with different lighting, daytime and objects
",Sky replacement,2021-06-23T21:15:13Z
"Changing the style of an image. Based on pix2pix. Can be applied to a wide range of tasks, including synthesizing photos from label maps, generating colorized photos from black and white images, turning Google Maps photos into aerial images, and even transforming sketches into photos.
",Style Transfer,2021-06-27T22:57:34Z
"Making predictions based on the analysis of the image, breaking it into a square grid
",Object Detection,2021-08-25T06:59:46Z
"Mixing photographs with StyleGAN model. The quality is low
",Image mixture: StyleGAN-Encoder,2021-09-15T11:11:36Z
"Generating a minimalistic SVG based on your drawing that matches the same category
",Drawing to SVG,2021-09-15T12:34:09Z
"Colorizing black and white images. Can be used to revive old photos
",Colorizer,2021-09-15T12:57:03Z
"Adding new objects to the image, generating new images, creating objects with sketching and segmentation map, upscaling resolution
",Image editor,2021-09-16T08:10:33Z
"Creating a 3D model of humans from video and images. Works with several persons in the scene
",3D humans from photo,2021-09-16T22:08:29Z
"Generating a video with effect of flying over landscape based on one image
",Infinite Nature,2021-11-26T11:26:17Z
"Detecting text on images and translating it
",Text finder on images,2021-11-26T13:33:26Z
"Detecting pose of one person and creating a minimalistic skeleton with key points 
",Pose detection,2021-11-26T14:06:11Z
"Animating landscapes by creating videos based on one image with landscape
",Animating Landscape,2021-11-26T14:15:40Z
"Reconstructing 3D models of people on the photo and images. Works for several people at once
",3D Humans from images and videos,2021-11-26T19:14:49Z
"Creating a 3D scene from images
",3D Scene from images,2021-11-26T19:24:01Z
"Find and manipulate facial features in pictures, get the locations and outlines of each person's eyes, nose, mouth and chin
",Face recognition,2021-11-26T19:30:36Z
"Face swapping NN on images and videos 
",Deep Fake,2021-11-29T15:52:53Z
"Increasing the resolution of an image
",Upscaler,2021-11-29T16:31:05Z
"Increasing the resolution of an image and restoring it quality
",Super Resolution and Restoration,2021-11-29T16:32:39Z
"Colorizing images, where at the output you are given a plausible variation of colored image
",Colorizer,2021-11-29T16:37:31Z
"Generating short videos in abstract art style by text prompt
",Abstract NeuroArt,2021-12-01T12:44:45Z
"Generating images and short videos in a particular design style
",Designer NeuroArt,2021-12-13T10:36:08Z
"Generating images and videos based on text. The first model is trained on classic paintings, the second is on Complexity Graphics arts

",StyleGAN3 Mixed layers,2021-12-13T10:36:37Z
"Changing the daytime on images into day, night, sunrise, or sunset
",Day-Night Swap,2021-12-13T11:07:19Z
"Generating images and videos based on given audio input 
",AudioCLIP + VQGAN,2021-12-29T11:29:47Z
"Generating images with a text input: imagine that you have a long black thread and neural network will try to move this thread to create an image fiting your text description
",Text2OneLine Draw,2021-12-29T11:55:40Z
"Generating images and Style Transfer in one
",NeuroArt + Style Transfer,2021-12-29T12:00:56Z
"Transforming images with text. Based on StyleGAN and CLIP
",Image transformer with text,2021-12-29T12:08:00Z
"Editing images with sketches and masks: draw over the parts that you want neural network to fill in
",Image inpainting,2021-12-29T12:19:36Z
"Image editing using sketches
Each color corresponds to the content, the content of which is set in words by the user himself
",ProsePainter,2021-12-29T14:05:08Z
"Updated GauGAN tool from NVIDIA: creating photorealistic images based on basic color sketching. Trained on 10 millions images
",Realistic Landscape. GauGAN 2,2021-12-29T14:25:18Z
"Editing images with different parameters. Trained on faces, cars and wildlife
",Image editing: HyperStyle,2021-12-29T14:59:16Z
"Editing images based on user's sketching zone
",sketchedit,2021-12-29T15:32:05Z
"Generating descriptions for any images
",Image Captioning,2021-12-29T15:34:53Z
"Segmenting objects on a video and giving a text as an output
",Video analyser: MTTR,2022-01-10T08:08:07Z
"Manipulating images based on the text
",ruDALLE: DenisSexyIT & Mishin version,2022-01-10T09:08:25Z
"Generating and editing images with text. The next generation model after DALL-E based on Diffusion denoising.
",GLIDE,2022-01-10T09:48:02Z
"Paint over a part of an image to edit it and change it to the object described in the text. Combination of text-to-image GLIDE neural network and Latent Diffusion
",Neural Corrector,2022-01-10T10:15:52Z
"Generating general art images from text
",Image generation with ruDALL-E v.4.1,2022-01-10T10:34:28Z
"Customizing a 3D model with text: changing texture and color of any model to quickly modify it
",3D Stylization,2022-01-10T10:58:07Z
"Generate animated 3D models from video
",BANMo,2022-01-10T12:12:50Z
"Searching an object in the image based on text input and this object will be cropped out in the square at the output
",Find and zoom in on the object,2022-01-10T12:15:56Z
"Creating a 3D selfie and animated 3D head of person based on a video of a person

",3D Selfie: HyperNERF,2022-01-10T12:27:47Z
"Generating voxel models with text
",3D Object from text,2022-01-10T12:58:18Z
"Generating a film description based on its poster
",Poster2plot,2022-01-10T13:19:03Z
"Generating animation based on given image and adjustable settings
",Animation: CLIPtionary Attack,2022-01-10T15:26:24Z
"Generating animation based on given image and adjustable settings
",Animation: CLIP Starter Pack,2022-01-10T15:33:25Z
"Generating images with one reference image (NN with encoder)
",Image Generator: BigBiGAN,2022-01-10T15:46:53Z
"Generating images based on one reference image and creating frame interpolation between them
",Image Generator: BigGAN,2022-01-11T06:45:56Z
"Tensforflow network for generating realistic images
",Image generator,2022-01-11T06:56:26Z
"Changing the style of an image based on another image as a reference. Inspired by Deep Dream style of deepdreamgenerator.com
",Style Transfer: DeepDreaming,2022-01-11T07:00:16Z
"Changing the style of an image based on another image as a reference. Inspired by Deep Dream style of deepdreamgenerator.com
",Style Transfer: DeepDream,2022-01-11T07:04:42Z
"Animating images based on a video as a reference
",Animating images: First Order Model,2022-01-11T07:06:03Z
"Transforming a human face on image based on an image reference. Creating a Deep Fake image
",Deep Fake images,2022-01-11T07:08:39Z
"Restoring images and generating similar images to the reference
",Image Restoration,2022-01-11T07:12:02Z
"Visualizing the process of neural network working process
",Neural network visualizer,2022-01-11T07:19:12Z
"Generating the next frames in the video by prediction
",Next Frame Video Prediction,2022-01-11T07:20:49Z
"Analysing images and giving predictions to its content by dividing it into separate squares and bounding boxes. New YOLO version
",Object Detection,2022-01-11T07:28:21Z
"Analysing the content of images and removing background
",Background remover,2022-01-11T07:31:06Z
"Transforming the color texture from one image to another. Similar to Style Transfer
",Image Transfer,2022-01-11T07:35:19Z
"Generating new distorted images based on image reference
",SinGAN distortions,2022-01-11T07:42:53Z
"Generating any type of text based on text input
",Text generator,2022-01-11T07:55:10Z
"Generating more than 30 seconds piano music audio
",Generating Piano Music,2022-01-11T08:08:30Z
"Generating images and looping video based on StyleGAN2 (pretrained on realistic datasets)
",StyleGAN2 ADA,2022-01-13T13:47:02Z
"Generating images with changeable parameters and different its variations
",Image Generator: GANSpace,2022-01-13T13:54:32Z
"Generating images and manipulating it with certain parameters
",Image generator and manipulator,2022-01-13T15:29:59Z
"Generating images and transforming them with blending effect
",Image generator with blending,2022-01-13T17:29:47Z
"Generating realistic images. Based on StyleGAN
",Image generator,2022-01-13T17:32:01Z
"Generating images based on reference. Based on StyleGAN2
",Image generator: SWA-playground,2022-01-13T17:33:20Z
"Changing the style of an image based on another image as a reference
",Style Transfer,2022-01-13T17:36:26Z
"Changing the style of an image based on another image as a reference
",Style Transfer,2022-01-13T17:37:41Z
"Enhancing image resolution
",Super Resolution,2022-01-14T06:53:50Z
"Increasing video frame rate and video smoothing
",FPS Increase,2022-01-14T06:59:08Z
"Generating art images from text input
",Text-to-image generator: ATTN-GAN,2022-01-14T07:12:45Z
"Generating texture based on an input image as a reference
",Texture generator,2022-01-14T07:49:03Z
"Changing the style of the portrait based on another image as a reference
",Style Transfer for portrait,2022-01-14T07:53:42Z
"Editing one image with another one as a reference
",Image editing,2022-01-14T08:00:18Z
"Editing one image with another one as a reference
",Image editing,2022-01-14T08:07:16Z
"Editing one image with another one as a reference
",Image editing,2022-01-14T08:10:29Z
"Editing one image with another one as a reference
",Image editing,2022-01-14T08:12:28Z
"Video generation based on audio: taking a soundtrack as an input it generates music video with smooth transitions 
",StyleGAN3 + lucid sonic dreams,2022-01-14T08:50:38Z
"Generating audio and sounds based on video input
",Video-guided audios,2022-01-14T08:52:37Z
"Analysing audio and splitting it into different sounds
",Music Splitter,2022-01-14T08:57:22Z
"Changing the human pose and clothes on images
",HomeStylist v.1.0,2022-01-18T13:07:35Z
"Style transfer mobile app in the Anime style. Includes ArcaneGAN, ANimeGANv2, JojoGAN, GFP-GAN, Apocalyptify
",Animefie,2022-01-20T08:44:35Z
"Turning sketches of fantastic beasts into 3D models based on segmentation sketch
",Chimera Painter,2022-01-27T10:33:59Z
"Generating videos based on images and music with keyframes
",Pshychodelic art,2022-01-31T09:57:57Z
"StyleTransfer with text: changing the style of an image based on text
",Style Transfer with text,2022-02-02T18:35:52Z
"Generating images and videos based on input text. Trained on 100 images with 1024x1024 resolution
",Abstract Art Generator,2022-02-03T09:13:48Z
"Change the style of images into animated and cartoonish like (e.g., Miyazaki)
",Cartoon Style Transfer,2022-02-03T13:47:32Z
"Generating videos from text input with flying-by camera effect
",Illustrip3D,2022-02-07T10:27:16Z
"Web tool for compressing images. Downscaling images
",Browser Image Compression,2022-02-07T15:02:45Z
"Used in Biology: predicting a 3D model of protein's structure for research purposes
",3D biology generator,2022-02-08T07:31:57Z
"Generating lyrics for songs
",Lyrics generator,2022-02-08T07:53:12Z
"Random music generator with native UI
",Music Composer,2022-02-08T07:57:26Z
"Editing images with another image as a reference
",Editing images with another image as a reference,2022-02-08T08:08:15Z
"Editing images with another image as a reference
",Image Editing with image,2022-02-08T08:17:07Z
"Changing the style of an image into animated one
",Anime Style Transfer,2022-02-08T08:19:31Z
"Analyzing the video and removing background behind the objects or people: video matting
",Greenscreen video,2022-02-08T08:28:53Z
"Changing the style of an image into animated one
",Anime Style Transfer,2022-02-08T08:35:31Z
"Detecting several objects on a photo and putting bounding boxes over it
",Image Analyser,2022-02-08T08:45:02Z
"Detecting several objects on a photo and putting bounding boxes over it
",Image analyzer,2022-02-08T08:55:36Z
"Generating images based on given image as a reference and based on class of the images
",Realistic images generator,2022-02-08T09:11:30Z
"Generating photos of one person in different ages from youth to the old based on one photo
",Disentangled Lifespan photos,2022-02-08T10:16:28Z
"Generating photos of one person in different ages from youth to the old based on one photo
",Lifespan photos generation,2022-02-08T10:35:05Z
"Generating a video with a person speaking with a given audio
",Audio to Live Video Speech,2022-02-08T10:49:51Z
"Generating text of any kind and length with a possibility to train it on your own data
",Text generator,2022-02-08T11:43:17Z
"Image editing with different parameters in the UI and upscaling resolution
",Interactive Image Editor,2022-02-08T11:54:42Z
"Generating and editing images with text input
",Image Generator and Editor,2022-02-08T12:09:26Z
"Generating images in the style of paintings with text
",Draw images with text,2022-02-08T12:16:05Z
"Changing the style of an image based on another image as a reference
",Style Transfer: From Pixels to Parameterized Brushstrokes,2022-02-08T12:21:36Z
"Generation of similar iterative images based on given image
",Additional iterative image generator,2022-02-08T12:35:58Z
"Generating pixelated animation and images based on given text
",Text2PixelAnimation,2022-02-09T06:47:12Z
"Style Transfer for audio: changing the style of an audio based on another audio as a reference
",Audio Style Transfer,2022-02-09T06:51:21Z
"Generating abstract art video based on given inputs
",Neural Abstract,2022-02-09T06:55:34Z
"Audio generation with text-to-speech technology based on the given text
",Text to speech,2022-02-09T08:00:16Z
"Changing the style of an image and the form of the objects on it  based on another image as reference
",Style Transfer with object deformation,2022-02-09T08:11:47Z
"Identifying a person's face on a photo and creating an image of the same person facing straight to the camera based on it 
",Face Identification and Verification,2022-02-09T09:43:53Z
"Enhancing old images with face recognition technology
",Image restorer,2022-02-09T09:59:39Z
"Deleting a part of an image and generating and completing a missing part based on given text input. Preferably used for clothes
",Neural Warderobe,2022-02-09T10:12:56Z
"Deleting objects from video based on given text as what you want to delete
",NeuroCensor,2022-02-09T10:24:09Z
"Generating a panorama view based on one photo
",Panorama generator,2022-02-09T10:35:12Z
"Creating a Deep Fake video based on given video and a reference image
",DeepFake video: FaceSwap,2022-02-09T10:52:46Z
"Replacing a person or an object on a video based on one single image
",Object and person replacer on video,2022-02-09T12:28:24Z
"Generating several images of a person in different age from young to old based on one image
",Different ages of the same person from one photo,2022-02-09T12:43:12Z
"Removing tattoos on person's images
",Tattoos remover,2022-02-09T13:05:34Z
"Stabilizing video without aggressive cropping of frame boundaries and unstable image
",Video Stabilization,2022-02-09T13:52:26Z
"Generating a short 3D video base on several images as reference. Creates a 3D effect
",3D video from images,2022-02-09T14:05:45Z
"Generating artistic images with a text input. Based on CLIP and Siren
",Deep Daze,2022-02-09T14:18:45Z
"Transforming a pose of a person based on another image reference: image with an anime face and needed pose as input and another pose as output
",Changing pose: anime face,2022-02-09T14:25:34Z
"Analyzing what's shown on the image and giving the text with an image class group as an output 
",Image classifier,2022-02-10T09:44:53Z
"Repainting images with brush strokes
",AI painter,2022-02-10T10:32:19Z
"Generating images based on an image reference. Trained on Wombo datasets
",Lucid images,2022-02-11T07:32:31Z
"Enhancing an image quality in bad lighting conditions
",Low-light image enhancement,2022-02-21T12:35:08Z
"Turning any video into **audio-reactive **by changing the speed of the video based on quiet and loud sound levels
",Audio reactive video maker,2022-03-18T10:21:32Z
"Transforming a style of one portrait image into another in high quality based on reference
",Portrait Style Transfer,2022-03-21T07:51:51Z
"Making an animated art from given photo input
",Photo2Cartoon,2022-03-21T09:00:27Z
"Transferring a style of one image to another one. Specifically aimed at landscapes 
",StyleTransfer Landscapes,2022-03-21T09:22:29Z
"Analyzing what's shown on the picture. Gives text and % probability of image's belonging to specific group
",Image describer,2022-03-21T09:27:53Z
"Analyzing what's shown on the picture. Gives text and % probability of image's belonging to specific group
",Image describer,2022-03-21T09:35:29Z
"Generating art in the drawing-line style based on given photo input
",ArtLine image drawing,2022-03-21T09:39:17Z
"Generating images in the style of WikiArt
",WikiArt generator,2022-03-21T09:44:01Z
"Toolkit for analyzing human faces on photos: bounding boxes, depth map, key points and parts
",Face analyzing essentials kit,2022-03-21T09:57:08Z
"Generating audios based on given audio input
",Audio generator,2022-03-21T10:14:00Z
"Recognizing faces on photos and adding bounding boxes on them
",Face recognizer,2022-03-21T10:16:53Z
"Completing missing parts on videos
",Video completioner,2022-03-21T10:23:45Z
"Removing background on videos
",Video background remover,2022-03-21T10:34:44Z
"Removing background on images
",Image background remover,2022-03-21T10:36:04Z
"Removing objects from photos with masking
",Object remover,2022-03-21T10:40:02Z
"Generating strings from audios for AI animation colab notebooks
",Audio to keyframe string generator,2022-03-22T15:58:47Z
"Removing watermarks on images
",Watermark removal,2022-03-22T17:20:25Z
"Generating a line drawing image based on an image reference. Reminds of Style Transfer
",Line drawings from image,2022-03-23T20:08:34Z
"DeepFake with voice and text. Text-to-speech available in English, French and Portugal version
",DeepVoiceClone,2022-03-25T15:20:35Z
"Generate modern paintings from text descriptions

",Modern art generator,2022-03-28T12:27:47Z
"Generating images with sketching mask and text
",Scene-Based Text-to-Image Generation,2022-04-01T14:06:27Z
"Enhancing image resolution of images in anime style
",Super-Resolution for Anime-Style Art,2022-04-04T06:02:01Z
"Style transfer for faces
",Stylized Face Generation,2022-04-04T06:02:01Z
"A fully automatic anonymization technique for images: it replaces person's face on photos with random face
",Make images anonymous,2022-04-08T09:04:19Z
"Deforming a 3D mesh by text and stylizing it with the text
",Text controlled 3D deformation and stylization,2022-04-09T08:16:28Z
"Generates a random prompt for a VQGAN+CLIP. Creates a text prompt for VQGANs based on a random selection of ""things"", ""places"", ""colors"", ""styles"", and ""artists"".
",Prompt generator,2022-04-09T08:16:29Z
"Add watermark to your images and creations
",Watermarker,2022-04-09T08:16:30Z
"Combining neural rendering with multi-modal image and text representations to synthesize diverse 3D objects solely from natural language descriptions. 
",Text to 3D,2022-04-09T08:16:31Z
"Generating image with text and optimizing it with image restoration model to match the input
",Image generator from text,2022-04-09T08:16:32Z
"Creating several options of captions for images
",Image describer,2022-04-09T08:36:42Z
"Removing artifacts on image and smoothing it out
",JPEG Artifacts Removal,2022-04-12T06:32:16Z
"Creating a caption for an image and giving it a 'personality' - overall mood of a picture
",Image personality describer,2022-04-13T03:34:23Z
"Upload your SVG file and convert it to 3D for free. Customize, adjust settings and export final image.

",Svg to 3D,2022-04-13T04:58:51Z
"Creating a caption for an image
",Image describer,2022-04-13T08:16:47Z
"Creating a caption for an image
",Image describer,2022-04-13T08:57:05Z
"Calculating % of whether description fit the given image. Match text to an already pre-trained image encoder.
",Does the description fit the image?,2022-04-17T04:47:19Z
"New Style Transfer by Adobe: transforming a style of an image based on another image as a reference
",Style Transfer by Adobe,2022-04-19T14:40:47Z
"New text generation model, trained on 60 languages
",GPT — text generator,2022-04-22T02:41:51Z
"Generating images in the styles: 1) realistic photos, 2) human faces, 3) pokemons
",Image generation,2022-04-22T11:28:57Z
"Generating realistic full-body human photos. Can be used for commercial purposes as a replacement for stock imagesi
",Full-body human shot images generation,2022-04-22T11:53:38Z
"Generating images and videos of generation process based on given text prompt 
",NeuroArt generation,2022-04-23T15:06:39Z
"Enhancing photos with human faces by restoring and upscalinng
",Face super resolution and restoration,2022-04-25T05:33:16Z
"Sketch melodies on a matrix tuned to different scales, explore a palette of generated melodic loops, and sequence longer compositions using them. Built by Google’s Pie Shop using [MusicVAE](https://magenta.tensorflow.org/music-vae).
",Latent Loops,2022-04-25T13:16:04Z
"Transforming a style of an image based on another image as a reference. Anime style
",Arcane Style Transfer,2022-04-26T07:23:42Z
"Deleting watermark on images in webtool
",WatermarkRemover,2022-04-26T10:49:54Z
"Generation of a synthetic human face video that contains the identity and pose information respectively from a given source image and a driving video
",Synthetic video with human face generation,2022-04-28T09:26:33Z
"Speech generation of voice based on given English text
",English Text-to-Speech ,2022-04-28T13:14:39Z
"A smart copywriting service. The tool instantly creates a summary of articles, and users of the service can shorten the source text to meet the requirements of a specific social network – Twitter, Pinterest and others.
",Generate and rephrase any text,2022-04-29T13:59:26Z
"Generating text with a possibility to guide it with an image. Trained on COCO dataset
",Visually driven text generation,2022-05-07T09:02:24Z
"Video frame interpolation aims to synthesize non-existent frames in-between the original frames
",DAIN: smooth out videos by adding new frames,2022-05-08T22:21:09Z
"Search for meme templates describing an emotion or an action and get a share-worthy original AI-generated meme in seconds.
",AI meme generator,2022-05-11T01:20:55Z
"Pixray is an image generation system. It combines previous ideas including CLIP, Perception Engines and others
",Pixray,2022-05-11T05:51:49Z
"Photo editing software with filters and effects
",New Profile Pic,2022-05-13T00:14:55Z
"Remove any object, person or watermark in 3 seconds from photo

","Magic Retouch
",2022-05-14T01:27:02Z
"Creating a quick deep fake video with one image and reference video
",Put your image into motion,2022-05-14T12:26:51Z
"Converting an image of an object to a sketch, allowing for varying levels of abstraction
",CLIPasso: Semantically-Aware Object Sketching,2022-05-17T06:00:48Z
"Text-driven framework for 3D avatar generation and animation. Unlike professional software that requires expert knowledge, AvatarCLIP empowers layman users to customize a 3D avatar with the desired shape and texture, and drive the avatar with the described motions using solely natural languages.
",AvatarCLIP,2022-05-18T04:57:58Z
"Create a description of an image on Russian
",Image captioning on Russian,2022-05-20T10:03:34Z
"Summarizing text by removing unneccessary words
",Summarizer,2022-05-23T00:02:26Z
"Rewriting the text with different words saving the content and message behind it
",Rewriter,2022-05-23T00:04:55Z
"Transforming a human face into a dog or cat ones
",PetBreeder 1.1,2022-05-24T13:17:38Z
"Change the hairstyle on the image based on the text input
",HairCLIP,2022-05-27T05:13:08Z
"High-quality and diverse human image generation. Synthesize full-body human images starting from a given human pose
",Text2Human,2022-06-01T03:19:35Z
"Create a 3D human with RGB texture from one photo. Based on PIFU
",3D Human Reconstruction from photo,2022-06-04T13:50:52Z
"Restore high-quality images from low-quality images (e.g., downscaled, noisy and compressed images)
",SwinIR,2022-06-09T10:28:27Z
"Generating images of space and cosmic objects. Based on NASA photos
",Space NeuroArt,2022-06-09T21:46:38Z
"Generating images in the style of classic middle ages abstract paintings
",Medieval NeuroArt,2022-06-09T22:03:55Z
"Remove unwanted objects from your photos and create AI-generated background

",PhotoRoom,2022-06-10T13:38:55Z
"Creating high-quality artistic 3D content by transferring the style of an exemplar image, such as a painting or sketch, to NeRF and its variants
",Artistic Radiance Fields,2022-06-14T01:34:24Z
